"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",0.985,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",0.976,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",1.1,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",0.929,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",1.12,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",1.119,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",1.156,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",1.142,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",1.196,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",1.19,
"SWZ","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",1.154,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2000",10.545,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2001",10.802,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2002",11.18,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2003",11.572,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2004",11.92,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2005",12.266,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2006",12.621,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2007",12.968,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2008",13.434,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2009",14.064,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2010",14.446,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2011",14.929,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2012",14.99,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2013",16.038,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2014",16.454,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2015",17.28,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2016",15.85,
"UGA","PRYENRGSUPPLY","TOT","MLN_TOE","A","2017",15.954,
